time,diffusion rate
27 Jan 2015 03:54:49 PM,0.1
Number of cells,Speed of cells,Average cell radius,Number of timesteps,Width of environment,Height of environment,Probability of death,Probability of cell division
10.0,1.0,1.0,10.0,10.0,10.0,0.0,0.0
starting concentration map
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
starting cell matrix
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0,0,"Alive"
"4",Point(5.5295538250408764,2.227027806043846),1.0250487968644573,0,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0,0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.2829208641216043,5.7273483297586285),0.8549681597770933,0,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"1",Point(5.3627894260681925,5.852944814947557),1.0617196806065234,0.32350238374262197,0,"Alive"
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0.0,0.0,"Alive"
"4",Point(5.5295538250408764,2.227027806043846),1.0250487968644573,0,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0,0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.2829208641216043,5.7273483297586285),0.8549681597770933,0,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"1",Point(5.3627894260681925,5.852944814947557),1.0617196806065234,0.32350238374262197,0,"Alive"
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0.0,0.0,"Alive"
"4",Point(5.627748855722607,2.719348589584045),1.0250487968644573,1.3739264449512698,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0,0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.2829208641216043,5.7273483297586285),0.8549681597770933,0,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"1",Point(5.3627894260681925,5.852944814947557),1.0617196806065234,0.32350238374262197,0,"Alive"
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0.0,0.0,"Alive"
"4",Point(5.627748855722607,2.719348589584045),1.0250487968644573,1.3739264449512698,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0.0,0.0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.2829208641216043,5.7273483297586285),0.8549681597770933,0,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"1",Point(5.3627894260681925,5.852944814947557),1.0617196806065234,0.0,0.0,"Alive"
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0.0,0.0,"Alive"
"4",Point(5.627748855722607,2.719348589584045),1.0250487968644573,1.3739264449512698,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0.0,0.0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.2829208641216043,5.7273483297586285),0.8549681597770933,0,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"7.1",Point(7.156133381682196,8.979182354807396),0.9285154529675571,1,1,"Alive"
"1",Point(5.3627894260681925,5.852944814947557),1.0617196806065234,0.0,0.0,"Alive"
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0.0,0.0,"Alive"
"4",Point(5.627748855722607,2.719348589584045),1.0250487968644573,1.3739264449512698,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0.0,0.0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.0562979600114133,5.705609273976894),0.8549681597770933,0.09563350174015674,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"7.1",Point(7.156133381682196,8.979182354807396),0.9285154529675571,1,1,"Alive"
"1",Point(5.3627894260681925,5.852944814947557),1.0617196806065234,0.0,0.0,"Alive"
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0.0,0.0,"Alive"
"4",Point(5.627748855722607,2.719348589584045),1.0250487968644573,1.3739264449512698,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0.0,0.0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.0562979600114133,5.705609273976894),0.8549681597770933,0.09563350174015674,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"7.1",Point(7.30042146148855,9.065904621291228),0.9285154529675571,0.5411805917305901,1,"Alive"
"1",Point(5.3627894260681925,5.852944814947557),1.0617196806065234,0.0,0.0,"Alive"
"2",Point(1.4433559384915915,3.8868772455559792),1.043914893811368,-0.922535189922918,0,"Alive"
"3",Point(8.075156510404753,3.7684705717903295),1.2190870923377108,0.0,0.0,"Alive"
"4",Point(5.627748855722607,2.719348589584045),1.0250487968644573,1.3739264449512698,0,"Alive"
"5",Point(1.396038379426166,7.008378589234004),1.0144164944638694,0,0,"Alive"
"6",Point(7.955162727312149,6.765177798392751),0.9758971828263102,0.0,0.0,"Alive"
"7",Point(5.48437319851815,8.170614685663057),0.9285154529675571,-0.9891328397563101,0,"Alive"
"8",Point(3.379676973198504,8.246223641148028),1.0477860123649612,0,0,"Alive"
"9",Point(3.449002900213285,5.394710102250964),0.8549681597770933,-0.6696510939646892,0,"Alive"
"10",Point(8.68236043531699,1.2783301773169091),0.9534233637061991,0,0,"Alive"
"7.1",Point(7.30042146148855,9.065904621291228),0.9285154529675571,0.5411805917305901,1,"Alive"
